iter	MultiClass
122	-1.234672334
123	-1.229238888
124	-1.223831032
125	-1.218448707
126	-1.213091853
127	-1.210058989
128	-1.20474163
129	-1.199449588
130	-1.194182801
131	-1.188941203
132	-1.183724732
133	-1.178533321
134	-1.173366905
135	-1.168225416
136	-1.163994892
137	-1.158898518
138	-1.153826881
139	-1.148779911
140	-1.143757537
141	-1.138759689
142	-1.133786294
143	-1.12883728
144	-1.126030669
145	-1.121977537
146	-1.117086064
147	-1.112218726
148	-1.107375449
149	-1.102556156
150	-1.097760772
151	-1.092989218
152	-1.088241418
153	-1.083517292
154	-1.078816763
155	-1.07413975
156	-1.069486174
157	-1.064855955
158	-1.060249012
159	-1.055665263
160	-1.051104627
161	-1.046567022
162	-1.042052365
163	-1.039484702
164	-1.035005663
165	-1.03054936
166	-1.02611571
167	-1.02170463
168	-1.017316033
169	-1.012949835
170	-1.008605951
171	-1.004284294
172	-0.9999847794
173	-0.9957073198
174	-0.9914518288
175	-0.9872182195
176	-0.9830064047
177	-0.9788162969
178	-0.9746478085
179	-0.9705008515
180	-0.9663753377
181	-0.9622711789
182	-0.9581882864
183	-0.9541265716
184	-0.9500859454
185	-0.9460663189
186	-0.9420676028
187	-0.9380897077
188	-0.934132544
189	-0.9301960222
190	-0.9262800525
191	-0.922384545
192	-0.9185094097
193	-0.9146545567
194	-0.9108198957
195	-0.9070053365
196	-0.903210789
197	-0.8994361628
198	-0.8956813676
199	-0.8919463129
200	-0.8882309085
201	-0.8845350638
202	-0.8808586885
203	-0.8772016921
204	-0.8735639843
205	-0.8699454745
206	-0.8663460726
207	-0.8627656881
208	-0.8592042307
209	-0.8556616103
210	-0.8521377366
211	-0.8486325195
212	-0.845145869
213	-0.8416776951
214	-0.838227908
215	-0.8347964177
216	-0.8313831347
217	-0.8279879694
218	-0.8246108323
219	-0.821251634
220	-0.8179102854
221	-0.8145866973
222	-0.8112807807
223	-0.807992447
224	-0.8047216073
225	-0.8014681732
226	-0.7982320564
227	-0.7950131687
228	-0.7918114221
229	-0.7886267287
230	-0.7854590009
231	-0.7823081512
232	-0.7791740925
233	-0.7760567375
234	-0.7729559995
235	-0.7698717917
236	-0.7668040278
237	-0.7637526216
238	-0.7607174869
239	-0.7576985381
240	-0.7546956895
241	-0.7517088558
242	-0.748737952
243	-0.7457828932
244	-0.7428435949
245	-0.7399199726
246	-0.7370119422
247	-0.73411942
248	-0.7312423223
249	-0.7283805658
250	-0.7255340675
251	-0.7227027445
252	-0.7198865144
253	-0.7170852949
254	-0.714299004
255	-0.7115275601
256	-0.7087708818
257	-0.7060288879
258	-0.7033014976
259	-0.7005886305
260	-0.6978902061
261	-0.6952061447
262	-0.6925363665
263	-0.6898807922
264	-0.6872393428
265	-0.6846119394
266	-0.6819985038
267	-0.6793989577
268	-0.6768132233
269	-0.6742412232
270	-0.67168288
271	-0.6691381171
272	-0.6666068577
273	-0.6640890256
274	-0.661584545
275	-0.6590933402
276	-0.656615336
277	-0.6541504573
278	-0.6516986295
279	-0.6492597784
280	-0.6468338299
281	-0.6444207103
282	-0.6420203465
283	-0.6396326653
284	-0.6372575941
285	-0.6348950605
286	-0.6325449926
287	-0.6302073187
288	-0.6278819673
289	-0.6255688676
290	-0.6232679489
291	-0.6209791407
292	-0.6187023732
293	-0.6164375765
294	-0.6141846815
295	-0.611943619
296	-0.6097143204
297	-0.6074967175
298	-0.6052907421
299	-0.6030963267
300	-0.600913404
301	-0.5987419068
302	-0.5965817687
303	-0.5944329232
304	-0.5922953045
305	-0.5901688468
306	-0.5880534848
307	-0.5859491537
308	-0.5838557887
309	-0.5817733256
310	-0.5797017005
311	-0.5776408495
312	-0.5755907096
313	-0.5735512177
314	-0.5715223111
315	-0.5695039277
316	-0.5674960054
317	-0.5654984826
318	-0.5635112981
319	-0.5615343907
320	-0.5595677
321	-0.5576111655
322	-0.5556647274
323	-0.5537283259
324	-0.5518019017
325	-0.5498853959
326	-0.5479787497
327	-0.5460819049
328	-0.5441948033
329	-0.5423173873
330	-0.5404495996
331	-0.5385913829
332	-0.5367426808
333	-0.5349034366
334	-0.5330735943
335	-0.5312530982
336	-0.5294418927
337	-0.5276399228
338	-0.5258471335
339	-0.5240634705
340	-0.5222888794
341	-0.5205233065
342	-0.518766698
343	-0.5170190008
344	-0.515280162
345	-0.5135501287
346	-0.5118288488
347	-0.5101162701
348	-0.508412341
349	-0.5067170099
350	-0.5050302259
351	-0.5033519379
352	-0.5016820957
353	-0.5000206488
354	-0.4983675473
355	-0.4967227418
356	-0.4950861827
357	-0.4934578211
358	-0.4918376082
359	-0.4902254955
360	-0.4886214349
361	-0.4870253786
362	-0.4854372788
363	-0.4838570884
364	-0.4822847602
365	-0.4807202476
366	-0.4791635041
367	-0.4776144836
368	-0.4760731401
369	-0.474539428
370	-0.4730133021
371	-0.4714947172
372	-0.4699836285
373	-0.4684799917
374	-0.4669837623
375	-0.4654948966
376	-0.4640133507
377	-0.4625390812
378	-0.4610720451
379	-0.4596121993
380	-0.4581595014
381	-0.4567139088
382	-0.4552753795
383	-0.4538438718
384	-0.4524193439
385	-0.4510017546
386	-0.4495910628
387	-0.4481872277
388	-0.4467902087
389	-0.4453999656
390	-0.4440164582
391	-0.4426396468
392	-0.4412694919
393	-0.439905954
394	-0.4385489943
395	-0.4371985737
396	-0.4358546539
397	-0.4345171964
398	-0.4331861631
399	-0.4318615163
400	-0.4305432182
401	-0.4292312316
402	-0.4279255193
403	-0.4266260443
404	-0.4253327701
405	-0.4240456601
406	-0.4227646781
407	-0.4214897883
408	-0.4202209548
409	-0.418958142
410	-0.4177013148
411	-0.416450438
412	-0.4152054767
413	-0.4139663964
414	-0.4127331626
415	-0.4115057411
416	-0.4102840979
417	-0.4090681993
418	-0.4078580117
419	-0.4066535019
420	-0.4054546366
421	-0.4042613829
422	-0.4030737083
423	-0.40189158
424	-0.400714966
425	-0.3995438341
426	-0.3983781524
427	-0.3972178892
428	-0.3960630132
429	-0.3949134929
430	-0.3937692974
431	-0.3926303958
432	-0.3914967574
433	-0.3903683517
434	-0.3892451485
435	-0.3881271177
436	-0.3870142293
437	-0.3859064537
438	-0.3848037613
439	-0.3837061228
440	-0.3826135092
441	-0.3815258914
442	-0.3804432406
443	-0.3793655284
444	-0.3782927263
445	-0.377224806
446	-0.3761617396
447	-0.3751034992
448	-0.3740500571
449	-0.3730013859
450	-0.3719574581
451	-0.3709182468
452	-0.3698837247
453	-0.3688538653
454	-0.3678286419
455	-0.3668080279
456	-0.3657919971
457	-0.3647805235
458	-0.363773581
459	-0.3627711438
460	-0.3617731864
461	-0.3607796833
462	-0.3597906091
463	-0.3588059389
464	-0.3578256475
465	-0.3568497102
466	-0.3558781024
467	-0.3549107995
468	-0.3539477772
469	-0.3529890113
470	-0.3520344779
471	-0.351084153
472	-0.350138013
473	-0.3491960342
474	-0.3482581932
475	-0.3473244669
476	-0.346394832
477	-0.3454692656
478	-0.3445477449
479	-0.3436302472
480	-0.34271675
481	-0.3418072309
482	-0.3409016677
483	-0.3400000382
484	-0.3391023206
485	-0.3382084929
486	-0.3373185335
487	-0.3364324209
488	-0.3355501336
489	-0.3346716505
490	-0.3337969503
491	-0.3329260121
492	-0.3320588151
493	-0.3311953384
494	-0.3303355615
495	-0.3294794639
496	-0.3286270253
497	-0.3277782255
498	-0.3269330445
499	-0.3260914621
500	-0.3252534588
501	-0.3244190147
502	-0.3235881103
503	-0.3227607261
504	-0.3219368428
505	-0.3211164412
506	-0.3202995023
507	-0.3194860071
508	-0.3186759367
509	-0.3178692724
510	-0.3170659957
511	-0.316266088
512	-0.315469531
513	-0.3146763065
514	-0.3138863962
515	-0.3130997823
516	-0.3123164468
517	-0.3115363718
518	-0.3107595398
519	-0.3099859332
520	-0.3092155345
521	-0.3084483263
522	-0.3076842915
523	-0.3069234129
524	-0.3061656735
525	-0.3054110563
526	-0.3046595446
527	-0.3039111217
528	-0.303165771
529	-0.302423476
530	-0.3016842203
531	-0.3009479876
532	-0.3002147618
533	-0.2994845267
534	-0.2987572664
535	-0.298032965
536	-0.2973116068
537	-0.296593176
538	-0.295877657
539	-0.2951650345
540	-0.294455293
541	-0.2937484171
542	-0.2930443918
543	-0.2923432019
544	-0.2916448324
545	-0.2909492684
546	-0.2902564951
547	-0.2895664977
548	-0.2888792616
549	-0.2881947723
550	-0.2875130153
551	-0.2868339762
552	-0.2861576408
553	-0.2854839949
554	-0.2848130244
555	-0.2841447152
556	-0.2834790535
557	-0.2828160254
558	-0.2821556172
559	-0.2814978151
560	-0.2808426056
561	-0.2801899753
562	-0.2795399106
563	-0.2788923983
564	-0.2782474251
565	-0.2776049778
566	-0.2769650433
567	-0.2763276087
568	-0.275692661
569	-0.2750601874
570	-0.274430175
571	-0.2738026113
572	-0.2731774835
573	-0.2725547792
574	-0.2719344859
575	-0.2713165911
576	-0.2707010827
577	-0.2700879483
578	-0.2694771759
579	-0.2688687533
580	-0.2682626684
581	-0.2676589095
582	-0.2670574646
583	-0.2664583219
584	-0.2658614697
585	-0.2652668964
586	-0.2646745903
587	-0.26408454
588	-0.2634967341
589	-0.2629111611
590	-0.2623278098
591	-0.2617466689
592	-0.2611677273
593	-0.2605909739
594	-0.2600163976
595	-0.2594439876
596	-0.2588737328
597	-0.2583056225
598	-0.2577396458
599	-0.2571757922
600	-0.2566140509
601	-0.2560544115
602	-0.2554968633
603	-0.2549413959
604	-0.254387999
605	-0.2538366623
606	-0.2532873754
607	-0.2527401282
608	-0.2521949106
609	-0.2516517124
610	-0.2511105237
611	-0.2505713345
612	-0.2500341349
613	-0.2494989151
614	-0.2489656652
615	-0.2484343756
616	-0.2479050367
617	-0.2473776387
618	-0.2468521722
619	-0.2463286277
620	-0.2458069957
621	-0.2452872668
622	-0.2447694318
623	-0.2442534813
624	-0.2437394062
625	-0.2432271973
626	-0.2427168454
627	-0.2422083416
628	-0.2417016768
629	-0.2411968421
630	-0.2406938286
631	-0.2401926274
632	-0.2396932298
633	-0.2391956271
634	-0.2386998105
635	-0.2382057714
636	-0.2377135012
637	-0.2372229914
638	-0.2367342335
639	-0.2362472191
640	-0.2357619398
641	-0.2352783872
642	-0.2347965531
643	-0.2343164292
644	-0.2338380074
645	-0.2333612794
646	-0.2328862373
647	-0.2324128729
648	-0.2319411782
649	-0.2314711453
650	-0.2310027663
651	-0.2305360333
652	-0.2300709385
653	-0.2296074741
654	-0.2291456324
655	-0.2286854057
656	-0.2282267863
657	-0.2277697667
658	-0.2273143394
659	-0.2268604967
660	-0.2264082313
661	-0.2259575357
662	-0.2255084026
663	-0.2250608245
664	-0.2246147942
665	-0.2241703045
666	-0.2237273481
667	-0.2232859179
668	-0.2228460067
669	-0.2224076075
670	-0.2219707131
671	-0.2215353166
672	-0.221101411
673	-0.2206689895
674	-0.220238045
675	-0.2198085707
676	-0.2193805599
677	-0.2189540057
678	-0.2185289014
679	-0.2181052403
680	-0.2176830158
681	-0.2172622213
682	-0.2168428501
683	-0.2164248957
684	-0.2160083515
685	-0.2155932112
686	-0.2151794683
687	-0.2147671163
688	-0.214356149
689	-0.2139465599
690	-0.2135383428
691	-0.2131314914
692	-0.2127259996
693	-0.212321861
694	-0.2119190696
695	-0.2115176192
696	-0.2111175038
697	-0.2107187172
698	-0.2103212536
699	-0.2099251068
700	-0.2095302709
701	-0.2091367401
702	-0.2087445084
703	-0.20835357
704	-0.207963919
705	-0.2075755497
706	-0.2071884563
707	-0.206802633
708	-0.2064180743
709	-0.2060347744
710	-0.2056527276
711	-0.2052719285
712	-0.2048923713
713	-0.2045140507
714	-0.204136961
715	-0.2037610969
716	-0.2033864527
717	-0.2030130232
718	-0.2026408029
719	-0.2022697865
720	-0.2018999687
721	-0.2015313441
722	-0.2011639075
723	-0.2007976536
724	-0.2004325772
725	-0.2000686731
726	-0.1997059362
727	-0.1993443614
728	-0.1989839434
729	-0.1986246774
730	-0.1982665581
731	-0.1979095807
732	-0.19755374
733	-0.1971990312
734	-0.1968454493
735	-0.1964929893
736	-0.1961416464
737	-0.1957914158
738	-0.1954422926
739	-0.1950942719
740	-0.1947473491
741	-0.1944015193
742	-0.1940567779
743	-0.19371312
744	-0.1933705411
745	-0.1930290365
746	-0.1926886015
747	-0.1923492315
748	-0.1920109221
749	-0.1916736685
750	-0.1913374662
751	-0.1910023109
752	-0.1906681979
753	-0.1903351228
754	-0.1900030812
755	-0.1896720687
756	-0.1893420809
757	-0.1890131133
758	-0.1886851617
759	-0.1883582217
760	-0.1880322891
761	-0.1877073596
762	-0.1873834288
763	-0.1870604927
764	-0.1867385469
765	-0.1864175873
766	-0.1860976097
767	-0.18577861
768	-0.185460584
769	-0.1851435277
770	-0.1848274369
771	-0.1845123077
772	-0.184198136
773	-0.1838849177
774	-0.1835726489
775	-0.1832613256
776	-0.1829509439
777	-0.1826414998
778	-0.1823329893
779	-0.1820254087
780	-0.1817187541
781	-0.1814130215
782	-0.1811082072
783	-0.1808043073
784	-0.1805013181
785	-0.1801992357
786	-0.1798980565
787	-0.1795977767
788	-0.1792983926
789	-0.1789999005
790	-0.1787022967
791	-0.1784055775
792	-0.1781097394
793	-0.1778147786
794	-0.1775206917
795	-0.1772274749
796	-0.1769351248
797	-0.1766436378
798	-0.1763530104
799	-0.176063239
800	-0.1757743203
801	-0.1754862506
802	-0.1751990265
803	-0.1749126446
804	-0.1746271016
805	-0.1743423938
806	-0.1740585181
807	-0.173775471
808	-0.1734932491
809	-0.1732118492
810	-0.1729312679
811	-0.1726515018
812	-0.1723725478
813	-0.1720944025
814	-0.1718170627
815	-0.1715405252
816	-0.1712647867
817	-0.170989844
818	-0.170715694
819	-0.1704423334
820	-0.1701697592
821	-0.1698979681
822	-0.1696269571
823	-0.169356723
824	-0.1690872627
825	-0.1688185732
826	-0.1685506514
827	-0.1682834942
828	-0.1680170987
829	-0.1677514617
830	-0.1674865804
831	-0.1672224516
832	-0.1669590725
833	-0.1666964401
834	-0.1664345514
835	-0.1661734035
836	-0.1659129935
837	-0.1656533184
838	-0.1653943755
839	-0.1651361618
840	-0.1648786744
841	-0.1646219106
842	-0.1643658675
843	-0.1641105422
844	-0.163855932
845	-0.1636020341
846	-0.1633488457
847	-0.1630963641
848	-0.1628445865
849	-0.1625935101
850	-0.1623431323
851	-0.1620934503
852	-0.1618444614
853	-0.161596163
854	-0.1613485524
855	-0.1611016269
856	-0.1608553839
857	-0.1606098208
858	-0.1603649349
859	-0.1601207236
860	-0.1598771844
861	-0.1596343146
862	-0.1593921117
863	-0.1591505732
864	-0.1589096965
865	-0.158669479
866	-0.1584299183
867	-0.1581910118
868	-0.1579527571
869	-0.1577151516
870	-0.157478193
871	-0.1572418786
872	-0.1570062062
873	-0.1567711732
874	-0.1565367772
875	-0.1563030158
876	-0.1560698867
877	-0.1558373874
878	-0.1556055155
879	-0.1553742687
880	-0.1551436446
881	-0.1549136409
882	-0.1546842553
883	-0.1544554854
884	-0.1542273289
885	-0.1539997835
886	-0.1537728469
887	-0.1535465169
888	-0.1533207911
889	-0.1530956674
890	-0.1528711434
891	-0.152647217
892	-0.1524238859
893	-0.1522011479
894	-0.1519790007
895	-0.1517574423
896	-0.1515364704
897	-0.1513160828
898	-0.1510962774
899	-0.150877052
900	-0.1506584045
901	-0.1504403327
902	-0.1502228345
903	-0.1500059079
904	-0.1497895506
905	-0.1495737607
906	-0.149358536
907	-0.1491438744
908	-0.1489297739
909	-0.1487162324
910	-0.1485032479
911	-0.1482908183
912	-0.1480789417
913	-0.1478676159
914	-0.147656839
915	-0.1474466091
916	-0.147236924
917	-0.1470277818
918	-0.1468191806
919	-0.1466111183
920	-0.1464035931
921	-0.1461966029
922	-0.1459901459
923	-0.1457842201
924	-0.1455788236
925	-0.1453739545
926	-0.1451696109
927	-0.1449657908
928	-0.1447624925
929	-0.144559714
930	-0.1443574534
931	-0.144155709
932	-0.1439544788
933	-0.1437537611
934	-0.1435535539
935	-0.1433538555
936	-0.143154664
937	-0.1429559776
938	-0.1427577946
939	-0.1425601131
940	-0.1423629313
941	-0.1421662476
942	-0.14197006
943	-0.1417743669
944	-0.1415791665
945	-0.141384457
946	-0.1411902368
947	-0.140996504
948	-0.140803257
949	-0.1406104941
950	-0.1404182134
951	-0.1402264135
952	-0.1400350925
953	-0.1398442487
954	-0.1396538806
955	-0.1394639863
956	-0.1392745644
957	-0.139085613
958	-0.1388971307
959	-0.1387091156
960	-0.1385215662
961	-0.1383344809
962	-0.1381478581
963	-0.1379616961
964	-0.1377759933
965	-0.1375907482
966	-0.1374059592
967	-0.1372216246
968	-0.1370377429
969	-0.1368543125
970	-0.1366713319
971	-0.1364887995
972	-0.1363067138
973	-0.1361250732
974	-0.1359438762
975	-0.1357631212
976	-0.1355828068
977	-0.1354029314
978	-0.1352234936
979	-0.1350444917
980	-0.1348659244
981	-0.1346877901
982	-0.1345100874
983	-0.1343328147
984	-0.1341559707
985	-0.1339795538
986	-0.1338035626
987	-0.1336279956
988	-0.1334528515
989	-0.1332781287
990	-0.1331038258
991	-0.1329299414
992	-0.1327564742
993	-0.1325834226
994	-0.1324107852
995	-0.1322385607
996	-0.1320667478
997	-0.1318953448
998	-0.1317243506
999	-0.1315537637
