iter	MultiClass
171	-0.9982551454
172	-0.9939879718
173	-0.9897427146
174	-0.9855192867
175	-0.9819875998
176	-0.9778039801
177	-0.9736419433
178	-0.9695014015
179	-0.9653822667
180	-0.9612844506
181	-0.9572078647
182	-0.9531524203
183	-0.9491180287
184	-0.9451046008
185	-0.9411120475
186	-0.9371402795
187	-0.9331892074
188	-0.9292587415
189	-0.9253487923
190	-0.92145927
191	-0.9175900847
192	-0.9137411465
193	-0.9099123654
194	-0.9061036511
195	-0.9023149137
196	-0.8985460629
197	-0.8947970085
198	-0.8910676602
199	-0.8873579277
200	-0.8836677208
201	-0.8799969491
202	-0.8763455222
203	-0.8727133501
204	-0.8691003422
205	-0.8655064085
206	-0.8619314587
207	-0.8583754027
208	-0.8548381502
209	-0.8513196114
210	-0.8478196961
211	-0.8443383145
212	-0.8408753768
213	-0.8374307931
214	-0.8340044738
215	-0.8305963294
216	-0.8272062705
217	-0.8238342076
218	-0.8204800516
219	-0.8171437134
220	-0.813825104
221	-0.8105241346
222	-0.8072407165
223	-0.8039747613
224	-0.8007261805
225	-0.797494886
226	-0.7942807897
227	-0.7910838037
228	-0.7879038403
229	-0.7847408122
230	-0.7815946318
231	-0.7784652122
232	-0.7753524664
233	-0.7722563077
234	-0.7691766495
235	-0.7661134056
236	-0.7630664898
237	-0.7600358164
238	-0.7570212996
239	-0.7540228542
240	-0.7510403948
241	-0.7480738365
242	-0.7451230947
243	-0.742188085
244	-0.739268723
245	-0.7363649248
246	-0.7334766068
247	-0.7306036856
248	-0.7277460778
249	-0.7249037007
250	-0.7220764716
251	-0.7192643082
252	-0.7164671282
253	-0.71368485
254	-0.7109173919
255	-0.7081646728
256	-0.7054266116
257	-0.7027031278
258	-0.6999941408
259	-0.6972995706
260	-0.6946193374
261	-0.6919533618
262	-0.6893015644
263	-0.6866638665
264	-0.6840401893
265	-0.6814304547
266	-0.6788345846
267	-0.6762525014
268	-0.6736841276
269	-0.6711293864
270	-0.6685882009
271	-0.6660604946
272	-0.6635461916
273	-0.661045216
274	-0.6585574924
275	-0.6560829456
276	-0.6536215009
277	-0.6511730836
278	-0.6487376197
279	-0.6463150354
280	-0.643905257
281	-0.6415082114
282	-0.6391238258
283	-0.6367520277
284	-0.6343927447
285	-0.6320459051
286	-0.6297114374
287	-0.6273892703
288	-0.6250793329
289	-0.6227815548
290	-0.6204958657
291	-0.6182221957
292	-0.6159604754
293	-0.6137106354
294	-0.611472607
295	-0.6092463217
296	-0.6070317111
297	-0.6048287076
298	-0.6026372435
299	-0.6004572516
300	-0.5982886652
301	-0.5961314177
302	-0.5939854428
303	-0.5918506749
304	-0.5897270483
305	-0.5876144979
306	-0.5855129589
307	-0.5834223667
308	-0.5813426572
309	-0.5792737666
310	-0.5772156313
311	-0.5751681881
312	-0.5731313743
313	-0.5711051274
314	-0.5690893851
315	-0.5670840857
316	-0.5650891676
317	-0.5631045697
318	-0.561130231
319	-0.5591660912
320	-0.55721209
321	-0.5552681675
322	-0.5533342642
323	-0.5514103209
324	-0.5494962787
325	-0.5475920791
326	-0.5456976639
327	-0.5438129751
328	-0.5419379551
329	-0.5400725467
330	-0.538216693
331	-0.5363703373
332	-0.5345334234
333	-0.5327058952
334	-0.530887697
335	-0.5290787736
336	-0.5272790699
337	-0.5254885312
338	-0.5237071031
339	-0.5219347314
340	-0.5201713625
341	-0.5184169428
342	-0.5166714192
343	-0.5149347388
344	-0.5132068491
345	-0.5114876979
346	-0.5097772332
347	-0.5080754033
348	-0.5063821571
349	-0.5046974433
350	-0.5030212114
351	-0.5013534109
352	-0.4996939916
353	-0.4980429038
354	-0.4964000979
355	-0.4947655247
356	-0.4931391351
357	-0.4915208807
358	-0.489910713
359	-0.4883085839
360	-0.4867144457
361	-0.4851282509
362	-0.4835499522
363	-0.4819795027
364	-0.4804168559
365	-0.4788619653
366	-0.4773147848
367	-0.4757752687
368	-0.4742433715
369	-0.4727190479
370	-0.4712022529
371	-0.4696929418
372	-0.4681910703
373	-0.4666965942
374	-0.4652094696
375	-0.4637296528
376	-0.4622571007
377	-0.46079177
378	-0.4593336181
379	-0.4578826023
380	-0.4564386804
381	-0.4550018103
382	-0.4535719503
383	-0.4521490589
384	-0.4507330949
385	-0.4493240173
386	-0.4479217853
387	-0.4465263585
388	-0.4451376966
389	-0.4437557597
390	-0.4423805081
391	-0.4410119022
392	-0.4396499029
393	-0.4382944712
394	-0.4369455683
395	-0.4356031557
396	-0.4342671952
397	-0.4329376488
398	-0.4316144786
399	-0.4302976472
400	-0.4289871173
401	-0.4276828518
402	-0.4263848138
403	-0.4250929668
404	-0.4238072743
405	-0.4225277003
406	-0.4212542089
407	-0.4199867643
408	-0.418725331
409	-0.417469874
410	-0.4162203581
411	-0.4149767486
412	-0.4137390109
413	-0.4125071106
414	-0.4112810137
415	-0.4100606862
416	-0.4088460944
417	-0.4076372048
418	-0.4064339842
419	-0.4052363994
420	-0.4040444178
421	-0.4028580065
422	-0.4016771333
423	-0.4005017658
424	-0.3993318721
425	-0.3981674202
426	-0.3970083788
427	-0.3958547162
428	-0.3947064013
429	-0.3935634032
430	-0.3924256909
431	-0.3912932339
432	-0.3901660017
433	-0.3890439642
434	-0.3879270913
435	-0.3868153531
436	-0.3857087201
437	-0.3846071627
438	-0.3835106517
439	-0.382419158
440	-0.3813326528
441	-0.3802511072
442	-0.3791744928
443	-0.3781027813
444	-0.3770359444
445	-0.3759739542
446	-0.3749167829
447	-0.3738644029
448	-0.3728167867
449	-0.3717739071
450	-0.3707357369
451	-0.3697022492
452	-0.3686734174
453	-0.3676492147
454	-0.3666296148
455	-0.3656145915
456	-0.3646041187
457	-0.3635981705
458	-0.3625967211
459	-0.361599745
460	-0.3606072168
461	-0.3596191112
462	-0.3586354031
463	-0.3576560677
464	-0.3566810801
465	-0.3557104158
466	-0.3547440503
467	-0.3537819593
468	-0.3528241187
469	-0.3518705046
470	-0.350921093
471	-0.3499758603
472	-0.349034783
473	-0.3480978377
474	-0.3471650012
475	-0.3462362504
476	-0.3453115624
477	-0.3443909145
478	-0.3434742839
479	-0.3425616483
480	-0.3416529852
481	-0.3407482724
482	-0.339847488
483	-0.3389506099
484	-0.3380576164
485	-0.3371684859
486	-0.3362831969
487	-0.3354017279
488	-0.3345240578
489	-0.3336501655
490	-0.3327800301
491	-0.3319136306
492	-0.3310509464
493	-0.330191957
494	-0.3293366418
495	-0.3284849807
496	-0.3276369535
497	-0.3267925401
498	-0.3259517206
499	-0.3251144751
500	-0.3242807842
501	-0.3234506281
502	-0.3226239876
503	-0.3218008433
504	-0.320981176
505	-0.3201649668
506	-0.3193521966
507	-0.3185428468
508	-0.3177368985
509	-0.3169343332
510	-0.3161351326
511	-0.3153392782
512	-0.3145467518
513	-0.3137575354
514	-0.312971611
515	-0.3121889606
516	-0.3114095666
517	-0.3106334112
518	-0.309860477
519	-0.3090907466
520	-0.3083242025
521	-0.3075608276
522	-0.3068006049
523	-0.3060435172
524	-0.3052895479
525	-0.3045386799
526	-0.3037908968
527	-0.3030461819
528	-0.3023045187
529	-0.301565891
530	-0.3008302824
531	-0.3000976768
532	-0.2993680581
533	-0.2986414105
534	-0.297917718
535	-0.2971969649
536	-0.2964791355
537	-0.2957642143
538	-0.2950521859
539	-0.2943430348
540	-0.2936367458
541	-0.2929333037
542	-0.2922326935
543	-0.2915349002
544	-0.2908399088
545	-0.2901477047
546	-0.289458273
547	-0.2887715992
548	-0.2880876687
549	-0.2874064672
550	-0.2867279802
551	-0.2860521936
552	-0.2853790931
553	-0.2847086647
554	-0.2840408945
555	-0.2833757684
556	-0.2827132727
557	-0.2820533936
558	-0.2813961176
559	-0.280741431
560	-0.2800893203
561	-0.2794397722
562	-0.2787927734
563	-0.2781483106
564	-0.2775063707
565	-0.2768669406
566	-0.2762300073
567	-0.275595558
568	-0.2749635797
569	-0.2743340598
570	-0.2737069855
571	-0.2730823444
572	-0.2724601237
573	-0.2718403112
574	-0.2712228945
575	-0.2706078612
576	-0.2699951992
577	-0.2693848963
578	-0.2687769404
579	-0.2681713196
580	-0.267568022
581	-0.2669670356
582	-0.2663683488
583	-0.2657719498
584	-0.265177827
585	-0.2645859688
586	-0.2639963638
587	-0.2634090005
588	-0.2628238676
589	-0.2622409538
590	-0.2616602478
591	-0.2610817386
592	-0.2605054151
593	-0.2599312662
594	-0.259359281
595	-0.2587894486
596	-0.2582217583
597	-0.2576561992
598	-0.2570927606
599	-0.2565314321
600	-0.2559722029
601	-0.2554150627
602	-0.2548600009
603	-0.2543070073
604	-0.2537560715
605	-0.2532071832
606	-0.2526603323
607	-0.2521155087
608	-0.2515727023
609	-0.2510319032
610	-0.2504931013
611	-0.2499562867
612	-0.2494214498
613	-0.2488885806
614	-0.2483576696
615	-0.247828707
616	-0.2473016832
617	-0.2467765888
618	-0.2462534142
619	-0.2457321501
620	-0.245212787
621	-0.2446953156
622	-0.2441797268
623	-0.2436660113
624	-0.2431541599
625	-0.2426441635
626	-0.2421360132
627	-0.2416297
628	-0.2411252148
629	-0.2406225489
630	-0.2401216933
631	-0.2396226394
632	-0.2391253784
633	-0.2386299016
634	-0.2381362004
635	-0.2376442663
636	-0.2371540906
637	-0.236665665
638	-0.2361789811
639	-0.2356940303
640	-0.2352108045
641	-0.2347292953
642	-0.2342494946
643	-0.2337713941
644	-0.2332949857
645	-0.2328202613
646	-0.2323472129
647	-0.2318758324
648	-0.2314061121
649	-0.2309380438
650	-0.2304716199
651	-0.2300068325
652	-0.2295436737
653	-0.229082136
654	-0.2286222116
655	-0.228163893
656	-0.2277071724
657	-0.2272520424
658	-0.2267984955
659	-0.2263465242
660	-0.2258961211
661	-0.2254472788
662	-0.2249999901
663	-0.2245542475
664	-0.224110044
665	-0.2236673722
666	-0.223226225
667	-0.2227865954
668	-0.2223484761
669	-0.2219118602
670	-0.2214767407
671	-0.2210431106
672	-0.220610963
673	-0.220180291
674	-0.2197510877
675	-0.2193233464
676	-0.2188970604
677	-0.2184722228
678	-0.2180488269
679	-0.2176268662
680	-0.217206334
681	-0.2167872238
682	-0.2163695289
683	-0.215953243
684	-0.2155383595
685	-0.215124872
686	-0.2147127741
687	-0.2143020594
688	-0.2138927217
689	-0.2134847546
690	-0.213078152
691	-0.2126729075
692	-0.2122690149
693	-0.2118664683
694	-0.2114652614
695	-0.2110653881
696	-0.2106668424
697	-0.2102696183
698	-0.2098737099
699	-0.2094791111
700	-0.2090858161
701	-0.208693819
702	-0.2083031139
703	-0.2079136951
704	-0.2075255566
705	-0.2071386929
706	-0.2067530982
707	-0.2063687667
708	-0.2059856929
709	-0.2056038711
710	-0.2052232957
711	-0.2048439611
712	-0.2044658619
713	-0.2040889924
714	-0.2037133474
715	-0.2033389212
716	-0.2029657085
717	-0.202593704
718	-0.2022229022
719	-0.2018532978
720	-0.2014848856
721	-0.2011176602
722	-0.2007516165
723	-0.2003867492
724	-0.2000230531
725	-0.1996605232
726	-0.1992991542
727	-0.1989389411
728	-0.1985798788
729	-0.1982219623
730	-0.1978651865
731	-0.1975095465
732	-0.1971550373
733	-0.1968016539
734	-0.1964493916
735	-0.1960982453
736	-0.1957482102
737	-0.1953992815
738	-0.1950514545
739	-0.1947047242
740	-0.1943590861
741	-0.1940145352
742	-0.1936710671
743	-0.1933286768
744	-0.19298736
745	-0.1926471118
746	-0.1923079277
747	-0.1919698031
748	-0.1916327335
749	-0.1912967143
750	-0.1909617411
751	-0.1906278093
752	-0.1902949146
753	-0.1899630523
754	-0.1896322183
755	-0.189302408
756	-0.1889736172
757	-0.1886458414
758	-0.1883190764
759	-0.1879933178
760	-0.1876685615
761	-0.1873448031
762	-0.1870220384
763	-0.1867002632
764	-0.1863794733
765	-0.1860596647
766	-0.185740833
767	-0.1854229743
768	-0.1851060844
769	-0.1847901593
770	-0.1844751948
771	-0.184161187
772	-0.1838481319
773	-0.1835360255
774	-0.1832248637
775	-0.1829146427
776	-0.1826053585
777	-0.1822970073
778	-0.181989585
779	-0.181683088
780	-0.1813775122
781	-0.1810728539
782	-0.1807691093
783	-0.1804662747
784	-0.1801643461
785	-0.1798633199
786	-0.1795631924
787	-0.1792639598
788	-0.1789656185
789	-0.1786681647
790	-0.1783715949
791	-0.1780759053
792	-0.1777810925
793	-0.1774871527
794	-0.1771940824
795	-0.176901878
796	-0.176610536
797	-0.176320053
798	-0.1760304252
799	-0.1757416494
800	-0.1754537219
801	-0.1751666394
802	-0.1748803984
803	-0.1745949956
804	-0.1743104274
805	-0.1740266905
806	-0.1737437816
807	-0.1734616972
808	-0.1731804342
809	-0.172899989
810	-0.1726203586
811	-0.1723415395
812	-0.1720635284
813	-0.1717863223
814	-0.1715099177
815	-0.1712343116
816	-0.1709595006
817	-0.1706854817
818	-0.1704122516
819	-0.1701398072
820	-0.1698681454
821	-0.169597263
822	-0.1693271569
823	-0.169057824
824	-0.1687892613
825	-0.1685214657
826	-0.1682544342
827	-0.1679881637
828	-0.1677226511
829	-0.1674578936
830	-0.1671938882
831	-0.1669306317
832	-0.1666681214
833	-0.1664063542
834	-0.1661453273
835	-0.1658850377
836	-0.1656254825
837	-0.1653666588
838	-0.1651085638
839	-0.1648511946
840	-0.1645945484
841	-0.1643386223
842	-0.1640834136
843	-0.1638289194
844	-0.1635751369
845	-0.1633220634
846	-0.1630696961
847	-0.1628180323
848	-0.1625670693
849	-0.1623168042
850	-0.1620672345
851	-0.1618183574
852	-0.1615701702
853	-0.1613226703
854	-0.161075855
855	-0.1608297217
856	-0.1605842677
857	-0.1603394905
858	-0.1600953874
859	-0.1598519559
860	-0.1596091933
861	-0.1593670972
862	-0.1591256648
863	-0.1588848938
864	-0.1586447816
865	-0.1584053257
866	-0.1581665235
867	-0.1579283725
868	-0.1576908704
869	-0.1574540146
870	-0.1572178027
871	-0.1569822321
872	-0.1567473006
873	-0.1565130056
874	-0.1562793448
875	-0.1560463157
876	-0.1558139161
877	-0.1555821434
878	-0.1553509953
879	-0.1551204695
880	-0.1548905637
881	-0.1546612754
882	-0.1544326025
883	-0.1542045425
884	-0.1539770932
885	-0.1537502523
886	-0.1535240175
887	-0.1532983865
888	-0.1530733572
889	-0.1528489272
890	-0.1526250943
891	-0.1524018563
892	-0.152179211
893	-0.1519571561
894	-0.1517356896
895	-0.1515148091
896	-0.1512945126
897	-0.1510747978
898	-0.1508556626
899	-0.150637105
900	-0.1504191226
901	-0.1502017135
902	-0.1499848755
903	-0.1497686065
904	-0.1495529044
905	-0.1493377672
906	-0.1491231927
907	-0.1489091789
908	-0.1486957237
909	-0.1484828252
910	-0.1482704812
911	-0.1480586897
912	-0.1478474488
913	-0.1476367563
914	-0.1474266104
915	-0.147217009
916	-0.1470079501
917	-0.1467994319
918	-0.1465914522
919	-0.1463840092
920	-0.1461771009
921	-0.1459707254
922	-0.1457648808
923	-0.1455595651
924	-0.1453547764
925	-0.1451505129
926	-0.1449467726
927	-0.1447435537
928	-0.1445408543
929	-0.1443386724
930	-0.1441370064
931	-0.1439358542
932	-0.1437352142
933	-0.1435350844
934	-0.1433354629
935	-0.1431363482
936	-0.1429377382
937	-0.1427396312
938	-0.1425420254
939	-0.142344919
940	-0.1421483103
941	-0.1419521975
942	-0.1417565788
943	-0.1415614524
944	-0.1413668167
945	-0.1411726699
946	-0.1409790103
947	-0.1407858361
948	-0.1405931457
949	-0.1404009372
950	-0.1402092092
951	-0.1400179597
952	-0.1398271873
953	-0.1396368901
954	-0.1394470665
955	-0.1392577149
956	-0.1390688337
957	-0.138880421
958	-0.1386924755
959	-0.1385049953
960	-0.1383179789
961	-0.1381314246
962	-0.1379453309
963	-0.1377596962
964	-0.1375745188
965	-0.1373897971
966	-0.1372055297
967	-0.1370217149
968	-0.1368383511
969	-0.1366554368
970	-0.1364729704
971	-0.1362909504
972	-0.1361093753
973	-0.1359282435
974	-0.1357475535
975	-0.1355673037
976	-0.1353874927
977	-0.1352081189
978	-0.1350291809
979	-0.1348506772
980	-0.1346726062
981	-0.1344949665
982	-0.1343177566
983	-0.1341409751
984	-0.1339646204
985	-0.1337886912
986	-0.133613186
987	-0.1334381033
988	-0.1332634417
989	-0.1330891998
990	-0.1329153762
991	-0.1327419694
992	-0.132568978
993	-0.1323964006
994	-0.1322242358
995	-0.1320524823
996	-0.1318811386
997	-0.1317102034
998	-0.1315396752
999	-0.1313695528
